player,frame,x,y,z,dx,dy,coords,player_num,player_obj,team,num,name,edgecolor,bgcolor
0,0,38.21762651123334,15.961068441408756,0.0,0.0,0.0,,,,,,,,
0,1,37.447817922027596,15.742121929960803,0.0,-0.7698085892057449,-0.21894651144795318,,,,,,,,
0,2,36.72911826675792,15.537711659009517,0.0,-0.718699655269674,-0.2044102709512856,,,,,,,,
0,3,36.05813433422259,15.34687254221322,0.0,-0.6709839325353286,-0.1908391167962975,,,,,,,,
0,4,35.43169819442555,15.168703566994324,0.0,-0.6264361397970433,-0.1781689752188953,,,,,,,,
0,5,34.84685224176461,15.00236354057077,0.0,-0.5848459526609417,-0.16634002642355483,,,,,,,,
0,6,34.30083523122835,14.847067118415353,0.0,-0.5460170105362607,-0.15529642215541628,,,,,,,,
0,7,33.79106924167411,14.702081096392817,0.0,-0.5097659895542392,-0.14498602202253608,,,,,,,,
0,8,33.31514750463708,14.566720949068383,0.0,-0.47592173703702656,-0.1353601473244339,,,,,,,,
0,9,32.8708230412055,14.440347597843868,0.0,-0.4443244634315846,-0.12637335122451532,,,,,,,,
0,10,32.455998053313834,14.322364393663165,0.0,-0.414824987891663,-0.11798320418070318,,,,,,,,
0,11,32.068714019366396,14.212214300040827,0.0,-0.38728403394743793,-0.11015009362233741,,,,,,,,
0,12,31.70714244742973,14.10937726311461,0.0,-0.3615715719366648,-0.1028370369262177,,,,,,,,
0,13,31.369576242336706,14.013367756304461,0.0,-0.33756620509302593,-0.09600950681014808,,,,,,,,
0,14,31.05442164594362,13.923732487986356,0.0,-0.31515459639308574,-0.08963526831810498,,,,,,,,
0,15,30.760190712487756,13.840048261357083,0.0,-0.2942309334558644,-0.08368422662927344,,,,,,,,
0,16,30.48549428351886,13.76191997638692,0.0,-0.2746964289688947,-0.07812828497016255,,,,,,,,
0,17,30.229035429237342,13.688978764425627,0.0,-0.2564588542815187,-0.0729412119612931,,,,,,,,
0,18,29.989603325273478,13.620880246655602,0.0,-0.23943210396386405,-0.06809851777002507,,,,,,,,
0,19,29.766067535997777,13.557302908169206,0.0,-0.22353578927570084,-0.06357733848639668,,,,,,,,
0,20,29.557372677372413,13.497946579993766,0.0,-0.20869485862536408,-0.0593563281754399,,,,,,,,
0,21,29.362533434145277,13.442531021898034,0.0,-0.1948392432271362,-0.0554155580957314,,,,,,,,
0,22,29.18062990786113,13.390794599287986,0.0,-0.1819035262841453,-0.051736422610048294,,,,,,,,
0,23,29.584950508906545,13.899524096802239,0.0,0.4043206010454128,0.5087294975142527,,,,,,,,
0,24,29.971691909551083,14.386134865358542,0.0,0.38674140064453866,0.4866107685563037,,,,,,,,
0,25,30.341618424761492,14.85158859122258,0.0,0.369926515210409,0.46545372586403744,,,,,,,,
0,26,30.695461138336043,15.296805148109456,0.0,0.35384271357455077,0.44521655688687645,,,,,,,,
0,27,31.03391934774183,15.722664415125223,0.0,0.3384582094057862,0.4258592670157668,,,,,,,,
0,28,31.357661946132282,16.130008015667187,0.0,0.32374259839045294,0.4073436005419637,,,,,,,,
0,29,31.66732874427734,16.519640980719814,0.0,0.3096667981450594,0.3896329650526269,,,,,,,,
0,30,31.963531735018037,16.892333339833158,0.0,0.2962029907406958,0.3726923591133442,,,,,,,,
0,31,32.24685630274466,17.24882164292808,0.0,0.2833245677266234,0.3564883030949204,,,,,,,,
0,32,32.51786238028879,17.5898104159361,0.0,0.2710060775441292,0.34098877300802144,,,,,,,,
