player,frame,x,y,z,dx,dy,coords,player_num,player_obj,team,num,name,edgecolor,bgcolor
0,0,42.9861923950178,97.73381458889156,0.0,0.0,0.0,,,,,,,,
0,1,42.86840310802783,97.69008895655773,0.0,-0.11778928698997504,-0.043725632333831754,,,,,,,,
0,2,42.76566104449119,97.63472080266928,0.0,-0.10274206353663828,-0.05536815388845184,,,,,,,,
0,3,42.67706667573969,97.56835081189308,0.0,-0.08859436875150095,-0.06636999077619521,,,,,,,,
0,4,42.60172047310502,97.491619668896,0.0,-0.07534620263466962,-0.07673114299707606,,,,,,,,
0,5,42.53872290791899,97.40516805834491,0.0,-0.06299756518603061,-0.0864516105510944,,,,,,,,
0,6,42.48717445151336,97.30963666490668,0.0,-0.05154845640562655,-0.09553139343823602,,,,,,,,
0,7,42.44617557521987,97.20566617324813,0.0,-0.04099887629349297,-0.10397049165854355,,,,,,,,
0,8,42.4148267503703,97.09389726803619,0.0,-0.031348824849565915,-0.11176890521194593,,,,,,,,
0,9,42.392228448296414,96.97497063393769,0.0,-0.02259830207388802,-0.11892663409850002,,,,,,,,
0,10,42.37748114032997,96.8495269556195,0.0,-0.014747307966445078,-0.1254436783181916,,,,,,,,
0,11,42.36968529780272,96.71820691774849,0.0,-0.0077958425272512955,-0.13132003787100643,,,,,,,,
0,12,42.367941392046454,96.58165120499152,0.0,-0.0017439057562640414,-0.13655571275697298,,,,,,,,
0,13,42.371349894392914,96.44050050201547,0.0,0.0034085023464598407,-0.1411507029760486,,,,,,,,
0,14,42.37901127617387,96.29539549348718,0.0,0.007661381780955878,-0.1451050085282901,,,,,,,,
0,15,42.39002600872106,96.14697686407355,0.0,0.011014732547188544,-0.1484186294136265,,,,,,,,
0,16,42.403494563366294,95.99588529844142,0.0,0.013468554645235997,-0.15109156563212878,,,,,,,,
0,17,41.718055769430066,95.49041063144328,0.0,-0.6854387939362283,-0.5054746669981398,,,,,,,,
0,18,41.11373071272722,95.04475303298537,0.0,-0.604325056702848,-0.4456575984579132,,,,,,,,
0,19,40.58092052253993,94.65183384626775,0.0,-0.5328101901872913,-0.39291918671762005,,,,,,,,
0,20,40.11116224325185,94.30541209148325,0.0,-0.46975827928807945,-0.346421754784501,,,,,,,,
0,21,39.696994411960674,93.99998533645379,0.0,-0.4141678312911736,-0.30542675502945826,,,,,,,,
0,22,39.331838543422506,93.73070229807806,0.0,-0.3651558685381673,-0.26928303837573253,,,,,,,,
0,23,39.009894639879406,93.49328578638487,0.0,-0.3219439035431009,-0.23741651169318345,,,,,,,,
0,24,38.72604906608787,93.28396476726478,0.0,-0.2838455737915382,-0.2093210191200967,,,,,,,,
0,25,38.475793326269915,93.09941446479004,0.0,-0.2502557398179519,-0.18455030247473303,,,,,,,,
